term,estimate,std.error,z_statistic,p_value,component,species
col(built_rep),-1.6018693020611958,NA,NA,NA,colonization,Anthus hodgsoni
col(npp_rep),-0.16866612476671347,NA,NA,NA,colonization,Anthus hodgsoni
ext(Int),2.1161524005513637,NA,NA,NA,extinction,Anthus hodgsoni
ext(block_index),-10.525275154295159,NA,NA,NA,extinction,Anthus hodgsoni
ext(built_rep),-20.829683527602494,NA,NA,NA,extinction,Anthus hodgsoni
ext(bio4),-0.33461301855544595,NA,NA,NA,extinction,Anthus hodgsoni
p(Int),-3.615929797044339,NA,NA,NA,other,Anthus hodgsoni
p(log_events),1.3001856757846475,NA,NA,NA,other,Anthus hodgsoni
p(log_observers),0.003888280098390255,NA,NA,NA,other,Anthus hodgsoni
p(duration_min),9.379857628760697e-8,NA,NA,NA,other,Anthus hodgsoni
psi(Int),1.6337747675164316,NA,NA,NA,initial_occupancy,Ardea alba
psi(bio4),1.2532379997991494,NA,NA,NA,initial_occupancy,Ardea alba
psi(elev_sd),0.36394064805628096,NA,NA,NA,initial_occupancy,Ardea alba
psi(texture_shannon),-0.09760609753629529,NA,NA,NA,initial_occupancy,Ardea alba
psi(npp_mean),-0.8605646504018899,NA,NA,NA,initial_occupancy,Ardea alba
psi(landcover_built),0.9410859324034326,NA,NA,NA,initial_occupancy,Ardea alba
col(Int),-3.5073058216507027,NA,NA,NA,colonization,Ardea alba
col(block_index),-5.481354623148117,NA,NA,NA,colonization,Ardea alba
col(built_rep),-0.3187756344421736,NA,NA,NA,colonization,Ardea alba
col(npp_rep),0.04697256462954711,NA,NA,NA,colonization,Ardea alba
ext(Int),3.3804528307286716,NA,NA,NA,extinction,Ardea alba
ext(block_index),-6.60044505737775,NA,NA,NA,extinction,Ardea alba
ext(built_rep),0.03519897479101613,NA,NA,NA,extinction,Ardea alba
ext(bio4),0.11735121424001858,NA,NA,NA,extinction,Ardea alba
p(Int),-2.8884433049643614,NA,NA,NA,other,Ardea alba
p(log_events),0.8220167677363627,NA,NA,NA,other,Ardea alba
p(log_observers),0.24027575091577044,NA,NA,NA,other,Ardea alba
p(duration_min),-1.4731702261968575e-8,NA,NA,NA,other,Ardea alba
psi(Int),1.6169161777727679,NA,NA,NA,initial_occupancy,Gallinula chloropus
psi(bio4),1.1863874342465546,NA,NA,NA,initial_occupancy,Gallinula chloropus
psi(elev_sd),0.3801856417804676,NA,NA,NA,initial_occupancy,Gallinula chloropus
psi(texture_shannon),0.39240544881055073,NA,NA,NA,initial_occupancy,Gallinula chloropus
psi(npp_mean),-1.9135400365971789,NA,NA,NA,initial_occupancy,Gallinula chloropus
psi(landcover_built),1.1355598785847107,NA,NA,NA,initial_occupancy,Gallinula chloropus
col(Int),-270.18227764449756,NA,NA,NA,colonization,Gallinula chloropus
col(block_index),-211.37522719426852,NA,NA,NA,colonization,Gallinula chloropus
col(built_rep),-6.555815302946946,NA,NA,NA,colonization,Gallinula chloropus
col(npp_rep),211.03223476043945,NA,NA,NA,colonization,Gallinula chloropus
ext(Int),-3.846375284450227,NA,NA,NA,extinction,Gallinula chloropus
ext(block_index),-0.25186362423716824,NA,NA,NA,extinction,Gallinula chloropus
ext(built_rep),0.5649081790756373,NA,NA,NA,extinction,Gallinula chloropus
ext(bio4),-1.5866489444745011,NA,NA,NA,extinction,Gallinula chloropus
p(Int),-3.373457422870478,NA,NA,NA,other,Gallinula chloropus
p(log_events),1.1469028220238844,NA,NA,NA,other,Gallinula chloropus
p(log_observers),0.07312744349195671,NA,NA,NA,other,Gallinula chloropus
p(duration_min),1.86873363106098e-7,NA,NA,NA,other,Gallinula chloropus
psi(Int),-0.6999593751228351,NA,NA,NA,initial_occupancy,Tadorna ferruginea
psi(bio4),0.9178524507765208,NA,NA,NA,initial_occupancy,Tadorna ferruginea
psi(elev_sd),0.25094867685983646,NA,NA,NA,initial_occupancy,Tadorna ferruginea
psi(texture_shannon),-0.29327040070628857,NA,NA,NA,initial_occupancy,Tadorna ferruginea
psi(npp_mean),-0.7052651508128982,NA,NA,NA,initial_occupancy,Tadorna ferruginea
psi(landcover_built),0.13378452639174743,NA,NA,NA,initial_occupancy,Tadorna ferruginea
col(Int),-3.3242408530977903,NA,NA,NA,colonization,Tadorna ferruginea
col(block_index),0.6962197220723565,NA,NA,NA,colonization,Tadorna ferruginea
col(built_rep),-0.12041048405782832,NA,NA,NA,colonization,Tadorna ferruginea
col(npp_rep),0.30300693672692547,NA,NA,NA,colonization,Tadorna ferruginea
ext(Int),-2.455921663478739,NA,NA,NA,extinction,Tadorna ferruginea
ext(block_index),-0.39278010616096726,NA,NA,NA,extinction,Tadorna ferruginea
ext(built_rep),-1.232901059705238,NA,NA,NA,extinction,Tadorna ferruginea
ext(bio4),0.12114622670646291,NA,NA,NA,extinction,Tadorna ferruginea
p(Int),-1.6823596741651585,NA,NA,NA,other,Tadorna ferruginea
p(log_events),0.18088577455758945,NA,NA,NA,other,Tadorna ferruginea
p(log_observers),0.684276672337647,NA,NA,NA,other,Tadorna ferruginea
p(duration_min),9.953643191477916e-8,NA,NA,NA,other,Tadorna ferruginea
psi(Int),1.3641426042466709,NA,NA,NA,initial_occupancy,Cuculus canorus
psi(bio4),-0.29613803982703546,NA,NA,NA,initial_occupancy,Cuculus canorus
psi(elev_sd),1.9208085078897643,NA,NA,NA,initial_occupancy,Cuculus canorus
psi(texture_shannon),-1.148901014095273,NA,NA,NA,initial_occupancy,Cuculus canorus
psi(npp_mean),1.7414548417825528,NA,NA,NA,initial_occupancy,Cuculus canorus
psi(landcover_built),0.9485550250994607,NA,NA,NA,initial_occupancy,Cuculus canorus
col(Int),-4.96853383128589,NA,NA,NA,colonization,Cuculus canorus
col(block_index),1.0287371813932191,NA,NA,NA,colonization,Cuculus canorus
col(built_rep),2.1111936146013,NA,NA,NA,colonization,Cuculus canorus
col(npp_rep),-7.302189856793604,NA,NA,NA,colonization,Cuculus canorus
ext(Int),-2.6133119496805626,NA,NA,NA,extinction,Cuculus canorus
ext(block_index),-0.6892192901400441,NA,NA,NA,extinction,Cuculus canorus
ext(built_rep),-2.233264911307974,NA,NA,NA,extinction,Cuculus canorus
ext(bio4),-0.32810871249123524,NA,NA,NA,extinction,Cuculus canorus
p(Int),-3.0331135688564506,NA,NA,NA,other,Cuculus canorus
p(log_events),0.9443961417851835,NA,NA,NA,other,Cuculus canorus
p(log_observers),0.08862510401037804,NA,NA,NA,other,Cuculus canorus
p(duration_min),1.0790968457518643e-7,NA,NA,NA,other,Cuculus canorus
psi(Int),0.5364679664560282,NA,NA,NA,initial_occupancy,Phalacrocorax carbo
psi(bio4),0.864018166135128,NA,NA,NA,initial_occupancy,Phalacrocorax carbo
psi(elev_sd),0.45913565192700795,NA,NA,NA,initial_occupancy,Phalacrocorax carbo
psi(texture_shannon),-0.48156014014760345,NA,NA,NA,initial_occupancy,Phalacrocorax carbo
psi(npp_mean),-1.8177902390459397,NA,NA,NA,initial_occupancy,Phalacrocorax carbo
psi(landcover_built),4.789704099898182,NA,NA,NA,initial_occupancy,Phalacrocorax carbo
col(Int),-5.9620606251085695,NA,NA,NA,colonization,Phalacrocorax carbo
col(block_index),1.1882931033920163,NA,NA,NA,colonization,Phalacrocorax carbo
col(built_rep),-4.9867009665947934,NA,NA,NA,colonization,Phalacrocorax carbo
col(npp_rep),1.3415960264833078,NA,NA,NA,colonization,Phalacrocorax carbo
ext(Int),-2.1581235084513524,NA,NA,NA,extinction,Phalacrocorax carbo
ext(block_index),-5.4296813770253465,NA,NA,NA,extinction,Phalacrocorax carbo
ext(built_rep),-1.034827436762283,NA,NA,NA,extinction,Phalacrocorax carbo
ext(bio4),-0.46788515928885305,NA,NA,NA,extinction,Phalacrocorax carbo
p(Int),-2.7193895822537555,NA,NA,NA,other,Phalacrocorax carbo
p(log_events),0.6902686339354438,NA,NA,NA,other,Phalacrocorax carbo
p(log_observers),0.3829940985976864,NA,NA,NA,other,Phalacrocorax carbo
p(duration_min),2.6805021165132513e-7,NA,NA,NA,other,Phalacrocorax carbo
psi(Int),-3.012617838308955,NA,NA,NA,initial_occupancy,Turdus mandarinus
psi(bio4),-1.2563830584540414,NA,NA,NA,initial_occupancy,Turdus mandarinus
psi(elev_sd),-0.0620773643723328,NA,NA,NA,initial_occupancy,Turdus mandarinus
psi(texture_shannon),-2.2032642179015314,NA,NA,NA,initial_occupancy,Turdus mandarinus
psi(npp_mean),0.7260065052271979,NA,NA,NA,initial_occupancy,Turdus mandarinus
psi(landcover_built),-18.3545636361121,NA,NA,NA,initial_occupancy,Turdus mandarinus
col(Int),3.7873148475843084,NA,NA,NA,colonization,Turdus mandarinus
col(block_index),-9.63918203366605,NA,NA,NA,colonization,Turdus mandarinus
col(built_rep),0.4472643937117216,NA,NA,NA,colonization,Turdus mandarinus
col(npp_rep),1.2507837728692281,NA,NA,NA,colonization,Turdus mandarinus
ext(Int),4.209746796252089,NA,NA,NA,extinction,Turdus mandarinus
ext(block_index),-13.621357932483976,NA,NA,NA,extinction,Turdus mandarinus
ext(built_rep),-25.662812906535613,NA,NA,NA,extinction,Turdus mandarinus
ext(bio4),-2.750445343187167,NA,NA,NA,extinction,Turdus mandarinus
p(Int),-2.605324827340097,NA,NA,NA,other,Turdus mandarinus
p(log_events),0.7983093222372497,NA,NA,NA,other,Turdus mandarinus
p(log_observers),0.2586587282872057,NA,NA,NA,other,Turdus mandarinus
p(duration_min),5.022148836042179e-7,NA,NA,NA,other,Turdus mandarinus
psi(Int),0.8780949174897466,NA,NA,NA,initial_occupancy,Anas zonorhyncha
psi(bio4),0.5568572444059101,NA,NA,NA,initial_occupancy,Anas zonorhyncha
psi(elev_sd),0.041075819156797415,NA,NA,NA,initial_occupancy,Anas zonorhyncha
psi(texture_shannon),0.09169818814168568,NA,NA,NA,initial_occupancy,Anas zonorhyncha
psi(npp_mean),-0.23443067973137818,NA,NA,NA,initial_occupancy,Anas zonorhyncha
psi(landcover_built),-0.05344276153700997,NA,NA,NA,initial_occupancy,Anas zonorhyncha
col(Int),-2.8618556805080093,NA,NA,NA,colonization,Anas zonorhyncha
col(block_index),-5.7390780939924575,NA,NA,NA,colonization,Anas zonorhyncha
col(built_rep),0.8923079548599223,NA,NA,NA,colonization,Anas zonorhyncha
col(npp_rep),1.5025301460182228,NA,NA,NA,colonization,Anas zonorhyncha
ext(Int),1.75596790330678,NA,NA,NA,extinction,Anas zonorhyncha
ext(block_index),-6.158648615378648,NA,NA,NA,extinction,Anas zonorhyncha
ext(built_rep),-1.8058789039414258,NA,NA,NA,extinction,Anas zonorhyncha
ext(bio4),-0.6956809282885846,NA,NA,NA,extinction,Anas zonorhyncha
p(Int),-2.7828938088818322,NA,NA,NA,other,Anas zonorhyncha
p(log_events),0.9346529448670519,NA,NA,NA,other,Anas zonorhyncha
p(log_observers),0.05329553637522199,NA,NA,NA,other,Anas zonorhyncha
p(duration_min),1.177780849803753e-7,NA,NA,NA,other,Anas zonorhyncha
psi(Int),-1.1215894056292306,NA,NA,NA,initial_occupancy,Acridotheres cristatellus
psi(bio4),-0.7454565158594237,NA,NA,NA,initial_occupancy,Acridotheres cristatellus
psi(elev_sd),0.26302818669426387,NA,NA,NA,initial_occupancy,Acridotheres cristatellus
psi(texture_shannon),-3.753778838576397,NA,NA,NA,initial_occupancy,Acridotheres cristatellus
psi(npp_mean),0.11317792815745747,NA,NA,NA,initial_occupancy,Acridotheres cristatellus
psi(landcover_built),-9.883411766081501,NA,NA,NA,initial_occupancy,Acridotheres cristatellus
col(Int),9.301266108276112,NA,NA,NA,colonization,Acridotheres cristatellus
col(block_index),-17.541233797582482,NA,NA,NA,colonization,Acridotheres cristatellus
col(built_rep),0.6754636650400282,NA,NA,NA,colonization,Acridotheres cristatellus
col(npp_rep),2.0416855819393893,NA,NA,NA,colonization,Acridotheres cristatellus
ext(Int),-3.0237977864276946,NA,NA,NA,extinction,Acridotheres cristatellus
ext(block_index),-0.18937642506600527,NA,NA,NA,extinction,Acridotheres cristatellus
ext(built_rep),0.8518138604574957,NA,NA,NA,extinction,Acridotheres cristatellus
ext(bio4),-3.4189580237526696,NA,NA,NA,extinction,Acridotheres cristatellus
p(Int),-2.3327622805684576,NA,NA,NA,other,Acridotheres cristatellus
p(log_events),0.6848236277735521,NA,NA,NA,other,Acridotheres cristatellus
p(log_observers),0.38843311186381557,NA,NA,NA,other,Acridotheres cristatellus
p(duration_min),2.1664646864501527e-7,NA,NA,NA,other,Acridotheres cristatellus
psi(Int),-0.2525923012248862,NA,NA,NA,initial_occupancy,Corvus macrorhynchos
psi(bio4),-0.3255461921311758,NA,NA,NA,initial_occupancy,Corvus macrorhynchos
psi(elev_sd),-0.3818195073010668,NA,NA,NA,initial_occupancy,Corvus macrorhynchos
psi(texture_shannon),0.9355354819439722,NA,NA,NA,initial_occupancy,Corvus macrorhynchos
psi(npp_mean),-0.2263979945657502,NA,NA,NA,initial_occupancy,Corvus macrorhynchos
psi(landcover_built),-0.5166693728798548,NA,NA,NA,initial_occupancy,Corvus macrorhynchos
col(Int),-4.4915577244545215,NA,NA,NA,colonization,Corvus macrorhynchos
col(block_index),1.0157188250474334,NA,NA,NA,colonization,Corvus macrorhynchos
col(built_rep),-0.08686217054041014,NA,NA,NA,colonization,Corvus macrorhynchos
col(npp_rep),-0.007974528850351974,NA,NA,NA,colonization,Corvus macrorhynchos
ext(Int),-1.265169226943275,NA,NA,NA,extinction,Corvus macrorhynchos
ext(block_index),-0.6459806037452857,NA,NA,NA,extinction,Corvus macrorhynchos
ext(built_rep),0.9888991244241215,NA,NA,NA,extinction,Corvus macrorhynchos
ext(bio4),-1.713569063451835,NA,NA,NA,extinction,Corvus macrorhynchos
p(Int),-2.041440118086916,NA,NA,NA,other,Corvus macrorhynchos
p(log_events),0.37215626689195597,NA,NA,NA,other,Corvus macrorhynchos
p(log_observers),0.4704989726019241,NA,NA,NA,other,Corvus macrorhynchos
p(duration_min),2.0854574796030653e-7,NA,NA,NA,other,Corvus macrorhynchos
psi(Int),1.3728166555553412,NA,NA,NA,initial_occupancy,Fulica atra
psi(bio4),-0.03642832244563284,NA,NA,NA,initial_occupancy,Fulica atra
psi(elev_sd),0.20402536394857806,NA,NA,NA,initial_occupancy,Fulica atra
psi(texture_shannon),0.10579777583795,NA,NA,NA,initial_occupancy,Fulica atra
psi(npp_mean),-0.49139308036142504,NA,NA,NA,initial_occupancy,Fulica atra
psi(landcover_built),0.09321069119386151,NA,NA,NA,initial_occupancy,Fulica atra
col(Int),3.880793630780925,NA,NA,NA,colonization,Fulica atra
col(block_index),-6.1621516769693265,NA,NA,NA,colonization,Fulica atra
col(built_rep),-0.8434797260827535,NA,NA,NA,colonization,Fulica atra
col(npp_rep),2.1652948595484722,NA,NA,NA,colonization,Fulica atra
ext(Int),-15.722018291184764,NA,NA,NA,extinction,Fulica atra
ext(block_index),-3.8489238170990907,NA,NA,NA,extinction,Fulica atra
ext(built_rep),-2.240776763730874,NA,NA,NA,extinction,Fulica atra
ext(bio4),-0.07653677303821496,NA,NA,NA,extinction,Fulica atra
p(Int),-3.122415060242914,NA,NA,NA,other,Fulica atra
p(log_events),0.7636626997724696,NA,NA,NA,other,Fulica atra
p(log_observers),0.2952387935621925,NA,NA,NA,other,Fulica atra
p(duration_min),6.711667870177798e-8,NA,NA,NA,other,Fulica atra
psi(Int),0.30532422454780406,NA,NA,NA,initial_occupancy,Milvus migrans
psi(bio4),-1.0679023674971924,NA,NA,NA,initial_occupancy,Milvus migrans
psi(elev_sd),0.17317794970053624,NA,NA,NA,initial_occupancy,Milvus migrans
psi(texture_shannon),-0.3341396844507236,NA,NA,NA,initial_occupancy,Milvus migrans
psi(npp_mean),0.2548658085268507,NA,NA,NA,initial_occupancy,Milvus migrans
psi(landcover_built),0.07733486429690742,NA,NA,NA,initial_occupancy,Milvus migrans
col(Int),-3.8182937996079223,NA,NA,NA,colonization,Milvus migrans
col(block_index),0.902110276104209,NA,NA,NA,colonization,Milvus migrans
col(built_rep),-0.3431181784202455,NA,NA,NA,colonization,Milvus migrans
col(npp_rep),0.3016215236454724,NA,NA,NA,colonization,Milvus migrans
ext(Int),-1.5436785258366685,NA,NA,NA,extinction,Milvus migrans
ext(block_index),-0.3296976674538922,NA,NA,NA,extinction,Milvus migrans
ext(built_rep),-0.8695130526133861,NA,NA,NA,extinction,Milvus migrans
ext(bio4),0.48368315489880465,NA,NA,NA,extinction,Milvus migrans
p(Int),-2.335558165894557,NA,NA,NA,other,Milvus migrans
p(log_events),0.18192324709393015,NA,NA,NA,other,Milvus migrans
p(log_observers),0.7742678742489928,NA,NA,NA,other,Milvus migrans
p(duration_min),-9.264592909311301e-8,NA,NA,NA,other,Milvus migrans
psi(Int),2.82706439004289,NA,NA,NA,initial_occupancy,Actitis hypoleucos
psi(bio4),-0.2623772104991885,NA,NA,NA,initial_occupancy,Actitis hypoleucos
psi(elev_sd),0.45779929425674415,NA,NA,NA,initial_occupancy,Actitis hypoleucos
psi(texture_shannon),-0.36523346884332253,NA,NA,NA,initial_occupancy,Actitis hypoleucos
psi(npp_mean),0.6786313837817682,NA,NA,NA,initial_occupancy,Actitis hypoleucos
psi(landcover_built),0.6543714528206142,NA,NA,NA,initial_occupancy,Actitis hypoleucos
col(Int),-5.125532062755708,NA,NA,NA,colonization,Actitis hypoleucos
col(block_index),-9.380516441946588,NA,NA,NA,colonization,Actitis hypoleucos
col(built_rep),0.4803106954682621,NA,NA,NA,colonization,Actitis hypoleucos
